"time","u_ext","T_amb_ext","T_Out_ext"
171.5,2,20,26.6961
172,2,20,26.7026
172.5,2,20,26.7089
173,2,20,26.7151
173.5,2,20,26.7212
174,2,20,26.7272
174.5,2,20,26.7331
175,2,20,26.7388
175.5,2,20,26.7443
176,2,20,26.7498
176.5,2,20,26.7551
177,2,20,26.7603
177.5,2,20,26.7654
178,2,20,26.7704
178.5,2,20,26.7754
179,2,20,26.7802
179.5,2,20,26.7849
180,2,20,26.7895
180.5,2,20,26.794
181,2,20,26.7984
181.5,2,20,26.8027
182,2,20,26.8069
182.5,2,20,26.811
183,2,20,26.815
183.5,2,20,26.819
184,2,20,26.8229
184.5,2,20,26.8266
185,2,20,26.8303
185.5,2,20,26.834
186,2,20,26.8375
186.5,2,20,26.841
187,2,20,26.8444
187.5,2,20,26.8477
188,2,20,26.851
188.5,2,20,26.8542
189,2,20,26.8573
189.5,2,20,26.8603
190,2,20,26.8633
190.5,2,20,26.8662
191,2,20,26.8691
191.5,2,20,26.8719
192,2,20,26.8747
192.5,2,20,26.8773
193,2,20,26.88
193.5,2,20,26.8825
194,2,20,26.8851
194.5,2,20,26.8875
195,2,20,26.8899
195.5,2,20,26.8923
196,2,20,26.8946
196.5,2,20,26.8969
197,2,20,26.8991
197.5,2,20,26.9012
198,2,20,26.9034
198.5,2,20,26.9054
199,2,20,26.9075
199.5,2,20,26.9095
200,2,20,26.9114
200.5,4,20,26.9133
201,4,20,26.9152
201.5,4,20,26.917
202,4,20,26.9188
202.5,4,20,26.9219
203,4,20,27.0018
203.5,4,20,27.1517
204,4,20,27.2976
204.5,4,20,27.4406
205,4,20,27.5804
205.5,4,20,27.7175
206,4,20,27.8522
206.5,4,20,27.9843
207,4,20,28.1136
207.5,4,20,28.2402
208,4,20,28.3641
208.5,4,20,28.4855
209,4,20,28.6042
209.5,4,20,28.7203
210,4,20,28.8341
210.5,4,20,28.9454
211,4,20,29.0542
211.5,4,20,29.1607
212,4,20,29.265
212.5,4,20,29.367
213,4,20,29.4668
213.5,4,20,29.5645
214,4,20,29.66
214.5,4,20,29.7534
215,4,20,29.8449
215.5,4,20,29.9343
216,4,20,30.0218
216.5,4,20,30.1074
217,4,20,30.1911
217.5,4,20,30.273
218,4,20,30.3532
218.5,4,20,30.4315
219,4,20,30.5082
219.5,4,20,30.5833
220,4,20,30.6567
220.5,4,20,30.7286
221,4,20,30.7989
221.5,4,20,30.8677
222,4,20,30.935
222.5,4,20,31.0008
223,4,20,31.0652
223.5,4,20,31.1283
224,4,20,31.1901
224.5,4,20,31.2504
225,4,20,31.3095
225.5,4,20,31.3673
226,4,20,31.4239
226.5,4,20,31.4792
227,4,20,31.5334
227.5,4,20,31.5865
228,4,20,31.6383
228.5,4,20,31.6891
229,4,20,31.7388
229.5,4,20,31.7874
230,4,20,31.8349
230.5,4,20,31.8815
231,4,20,31.927
231.5,4,20,31.9716
232,4,20,32.0152
232.5,4,20,32.0579
233,4,20,32.0996
233.5,4,20,32.1405
234,4,20,32.1805
234.5,4,20,32.2196
235,4,20,32.2579
235.5,4,20,32.2954
236,4,20,32.332
236.5,4,20,32.3679
237,4,20,32.403
237.5,4,20,32.4373
238,4,20,32.471
238.5,4,20,32.5039
239,4,20,32.536
239.5,4,20,32.5675
240,4,20,32.5984
240.5,4,20,32.6285
241,4,20,32.6581
241.5,4,20,32.6869
242,4,20,32.7152
242.5,4,20,32.7429
243,4,20,32.77
243.5,4,20,32.7965
244,4,20,32.8224
244.5,4,20,32.8478
245,4,20,32.8726
245.5,4,20,32.8969
246,4,20,32.9207
246.5,4,20,32.9439
247,4,20,32.9667
247.5,4,20,32.989
248,4,20,33.0107
248.5,4,20,33.0321
249,4,20,33.0529
249.5,4,20,33.0733
250,4,20,33.0933
250.5,4,20,33.1128
251,4,20,33.1319
251.5,4,20,33.1506
252,4,20,33.1689
252.5,4,20,33.1868
253,4,20,33.2044
253.5,4,20,33.2215
254,4,20,33.2383
254.5,4,20,33.2547
255,4,20,33.2708
255.5,4,20,33.2865
256,4,20,33.3019
256.5,4,20,33.3169
257,4,20,33.3316
257.5,4,20,33.346
258,4,20,33.3601
258.5,4,20,33.3739
259,4,20,33.3874
259.5,4,20,33.4006
260,4,20,33.4136
260.5,4,20,33.4262
261,4,20,33.4386
261.5,4,20,33.4507
262,4,20,33.4625
262.5,4,20,33.4741
263,4,20,33.4854
263.5,4,20,33.4965
264,4,20,33.5073
264.5,4,20,33.518
265,4,20,33.5283
265.5,4,20,33.5385
266,4,20,33.5485
266.5,4,20,33.5582
267,4,20,33.5677
267.5,4,20,33.577
268,4,20,33.5862
268.5,4,20,33.5951
269,4,20,33.6038
269.5,4,20,33.6123
270,4,20,33.6207
270.5,4,20,33.6288
271,4,20,33.6368
271.5,4,20,33.6447
272,4,20,33.6523
272.5,4,20,33.6598
273,4,20,33.6671
273.5,4,20,33.6743
274,4,20,33.6813
274.5,4,20,33.6882
275,4,20,33.6949
275.5,4,20,33.7015
276,4,20,33.7079
276.5,4,20,33.7142
277,4,20,33.7204
277.5,4,20,33.7264
278,4,20,33.7323
278.5,4,20,33.738
279,4,20,33.7437
279.5,4,20,33.7492
280,4,20,33.7546
280.5,4,20,33.7599
281,4,20,33.7651
281.5,4,20,33.7701
282,4,20,33.7751
282.5,4,20,33.7799
283,4,20,33.7846
283.5,4,20,33.7893
284,4,20,33.7938
284.5,4,20,33.7982
285,4,20,33.8026
285.5,4,20,33.8068
286,4,20,33.811
286.5,4,20,33.815
287,4,20,33.819
287.5,4,20,33.8229
288,4,20,33.8267
288.5,4,20,33.8304
289,4,20,33.8341
289.5,4,20,33.8376
290,4,20,33.8411
290.5,4,20,33.8445
291,4,20,33.8479
291.5,4,20,33.8511
292,4,20,33.8543
292.5,4,20,33.8574
293,4,20,33.8605
293.5,4,20,33.8635
294,4,20,33.8664
294.5,4,20,33.8692
295,4,20,33.872
295.5,4,20,33.8748
296,4,20,33.8774
296.5,4,20,33.8801
297,4,20,33.8826
297.5,4,20,33.8851
298,4,20,33.8875
298.5,4,20,33.8899
299,4,20,33.8923
299.5,4,20,33.8945
300,4,20,33.8968
300.5,4,20,33.8989
301,4,20,33.9011
301.5,4,20,33.9031
302,4,20,33.9052
302.5,4,20,33.9072
303,4,20,33.9091
303.5,4,20,33.911
304,4,20,33.9129
304.5,4,20,33.9148
305,4,20,33.9166
305.5,4,20,33.9183
306,4,20,33.9201
306.5,4,20,33.9218
307,4,20,33.9234
307.5,4,20,33.925
308,4,20,33.9266
308.5,4,20,33.9282
309,4,20,33.9297
309.5,4,20,33.9312
310,4,20,33.9327
310.5,4,20,33.9341
311,4,20,33.9356
311.5,4,20,33.9369
312,4,20,33.9383
312.5,4,20,33.9396
313,4,20,33.9409
313.5,4,20,33.9422
314,4,20,33.9435
314.5,4,20,33.9447
315,4,20,33.9459
315.5,4,20,33.9471
316,4,20,33.9482
316.5,4,20,33.9494
317,4,20,33.9505
317.5,4,20,33.9516
318,4,20,33.9526
318.5,4,20,33.9537
319,4,20,33.9547
319.5,4,20,33.9557
320,4,20,33.9567
320.5,4,20,33.9576
321,4,20,33.9586
321.5,4,20,33.9595
322,4,20,33.9604
322.5,4,20,33.9613
323,4,20,33.9621
323.5,4,20,33.9629
324,4,20,33.9637
324.5,4,20,33.9645
325,4,20,33.9653
325.5,4,20,33.9661
326,4,20,33.9668
326.5,4,20,33.9675
327,4,20,33.9682
327.5,4,20,33.9689
328,4,20,33.9696
328.5,4,20,33.9702
329,4,20,33.9709
329.5,4,20,33.9715
330,4,20,33.9721
330.5,4,20,33.9727
331,4,20,33.9733
331.5,4,20,33.9739
332,4,20,33.9744
332.5,4,20,33.975
333,4,20,33.9755
333.5,4,20,33.976
334,4,20,33.9765
334.5,4,20,33.977
335,4,20,33.9775
335.5,4,20,33.9779
336,4,20,33.9784
336.5,4,20,33.9789
337,4,20,33.9793
337.5,4,20,33.9797
338,4,20,33.9802
338.5,4,20,33.9806
339,4,20,33.981
339.5,4,20,33.9813
340,4,20,33.9817
340.5,4,20,33.9821
341,4,20,33.9824
341.5,4,20,33.9828
342,4,20,33.9831
342.5,4,20,33.9835
343,4,20,33.9838
343.5,4,20,33.9841
344,4,20,33.9844
344.5,4,20,33.9847
345,4,20,33.985
345.5,4,20,33.9853
346,4,20,33.9856
346.5,4,20,33.9859
347,4,20,33.9862
347.5,4,20,33.9865
348,4,20,33.9868
348.5,4,20,33.987
349,4,20,33.9873
349.5,4,20,33.9876
350,4,20,33.9878
350.5,4,20,33.9881
351,4,20,33.9883
351.5,4,20,33.9885
352,4,20,33.9888
352.5,4,20,33.989
353,4,20,33.9892
353.5,4,20,33.9894
354,4,20,33.9896
354.5,4,20,33.9898
355,4,20,33.99
355.5,4,20,33.9902
356,4,20,33.9904
356.5,4,20,33.9905
357,4,20,33.9907
357.5,4,20,33.9909
358,4,20,33.9911
358.5,4,20,33.9912
359,4,20,33.9914
359.5,4,20,33.9916
360,4,20,33.9917
360.5,4,20,33.9919
361,4,20,33.9921
361.5,4,20,33.9922
362,4,20,33.9924
362.5,4,20,33.9926
363,4,20,33.9927
363.5,4,20,33.9929
364,4,20,33.993
364.5,4,20,33.9931
365,4,20,33.9933
365.5,4,20,33.9934
366,4,20,33.9935
366.5,4,20,33.9936
367,4,20,33.9938
367.5,4,20,33.9939
368,4,20,33.994
368.5,4,20,33.9941
369,4,20,33.9942
369.5,4,20,33.9943
370,4,20,33.9944
370.5,4,20,33.9945
371,4,20,33.9946
371.5,4,20,33.9948
372,4,20,33.9949
372.5,4,20,33.995
373,4,20,33.9951
373.5,4,20,33.9952
374,4,20,33.9953
374.5,4,20,33.9954
375,4,20,33.9955
375.5,4,20,33.9955
376,4,20,33.9956
376.5,4,20,33.9957
377,4,20,33.9958
377.5,4,20,33.9959
378,4,20,33.996
378.5,4,20,33.996
379,4,20,33.9961
379.5,4,20,33.9962
380,4,20,33.9963
380.5,4,20,33.9963
381,4,20,33.9964
381.5,4,20,33.9965
382,4,20,33.9966
382.5,4,20,33.9966
383,4,20,33.9967
383.5,4,20,33.9968
384,4,20,33.9968
384.5,4,20,33.9969
385,4,20,33.9969
385.5,4,20,33.997
386,4,20,33.9971
386.5,4,20,33.9971
387,4,20,33.9972
387.5,4,20,33.9972
388,4,20,33.9973
388.5,4,20,33.9974
389,4,20,33.9974
389.5,4,20,33.9975
390,4,20,33.9975
390.5,4,20,33.9976
391,4,20,33.9976
391.5,4,20,33.9977
392,4,20,33.9977
392.5,4,20,33.9978
393,4,20,33.9978
393.5,4,20,33.9979
394,4,20,33.9979
394.5,4,20,33.998
395,4,20,33.998
395.5,4,20,33.998
396,4,20,33.9981
396.5,4,20,33.9981
397,4,20,33.9982
397.5,4,20,33.9982
398,4,20,33.9982
398.5,4,20,33.9983
399,4,20,33.9983
399.5,4,20,33.9984
400,4,20,33.9984
400.5,1,20,33.9984
401,1,20,33.9985
401.5,1,20,33.9985
402,1,20,33.9985
402.5,1,20,33.9965
403,1,20,33.8789
403.5,1,20,33.6571
404,1,20,33.44
404.5,1,20,33.2277
405,1,20,33.0189
405.5,1,20,32.8143
406,1,20,32.614
406.5,1,20,32.418
407,1,20,32.2261
407.5,1,20,32.0383
408,1,20,31.8545
408.5,1,20,31.6746
409,1,20,31.4986
409.5,1,20,31.3264
410,1,20,31.1579
410.5,1,20,30.9931
411,1,20,30.8317
411.5,1,20,30.6738
412,1,20,30.5194
412.5,1,20,30.3683
413,1,20,30.2205
413.5,1,20,30.0759
414,1,20,29.9344
414.5,1,20,29.7961
415,1,20,29.6607
415.5,1,20,29.5282
416,1,20,29.3986
416.5,1,20,29.2718
417,1,20,29.1478
417.5,1,20,29.0263
418,1,20,28.9076
418.5,1,20,28.7913
419,1,20,28.6776
419.5,1,20,28.5663
420,1,20,28.4574
420.5,1,20,28.3508
421,1,20,28.2466
421.5,1,20,28.1446
422,1,20,28.0447
422.5,1,20,27.947
423,1,20,27.8514
423.5,1,20,27.7579
424,1,20,27.6663
424.5,1,20,27.5768
425,1,20,27.4891
425.5,1,20,27.4034
426,1,20,27.3194
426.5,1,20,27.2373
427,1,20,27.1569
427.5,1,20,27.0783
428,1,20,27.0014
428.5,1,20,26.9261
429,1,20,26.8524
429.5,1,20,26.7803
430,1,20,26.7098
430.5,1,20,26.6407
431,1,20,26.5732
431.5,1,20,26.5071
432,1,20,26.4424
432.5,1,20,26.3792
433,1,20,26.3172
433.5,1,20,26.2566
434,1,20,26.1973
434.5,1,20,26.1393
435,1,20,26.0825
435.5,1,20,26.0269
436,1,20,25.9725
436.5,1,20,25.9193
437,1,20,25.8673
437.5,1,20,25.8163
438,1,20,25.7664
438.5,1,20,25.7177
439,1,20,25.6699
439.5,1,20,25.6232
440,1,20,25.5775
440.5,1,20,25.5328
441,1,20,25.489
441.5,1,20,25.4462
442,1,20,25.4043
442.5,1,20,25.3633
443,1,20,25.3232
443.5,1,20,25.284
444,1,20,25.2456
444.5,1,20,25.208
445,1,20,25.1712
445.5,1,20,25.1352
446,1,20,25.1
446.5,1,20,25.0656
447,1,20,25.0319
447.5,1,20,24.9989
448,1,20,24.9666
448.5,1,20,24.9351
449,1,20,24.9042
449.5,1,20,24.8739
450,1,20,24.8444
450.5,1,20,24.8154
451,1,20,24.7871
451.5,1,20,24.7594
452,1,20,24.7323
452.5,1,20,24.7057
453,1,20,24.6798
453.5,1,20,24.6544
454,1,20,24.6296
454.5,1,20,24.6052
455,1,20,24.5815
455.5,1,20,24.5582
456,1,20,24.5354
456.5,1,20,24.5131
457,1,20,24.4913
457.5,1,20,24.4699
458,1,20,24.4491
458.5,1,20,24.4286
459,1,20,24.4087
459.5,1,20,24.3891
460,1,20,24.37
460.5,1,20,24.3512
461,1,20,24.3329
461.5,1,20,24.315
462,1,20,24.2974
462.5,1,20,24.2803
463,1,20,24.2635
463.5,1,20,24.247
464,1,20,24.231
464.5,1,20,24.2152
465,1,20,24.1998
465.5,1,20,24.1848
466,1,20,24.17
466.5,1,20,24.1556
467,1,20,24.1415
467.5,1,20,24.1277
468,1,20,24.1142
468.5,1,20,24.101
469,1,20,24.0881
469.5,1,20,24.0754
470,1,20,24.063
470.5,1,20,24.0509
471,1,20,24.0391
471.5,1,20,24.0275
472,1,20,24.0161
472.5,1,20,24.005
473,1,20,23.9942
473.5,1,20,23.9836
474,1,20,23.9732
474.5,1,20,23.963
475,1,20,23.953
475.5,1,20,23.9433
476,1,20,23.9338
476.5,1,20,23.9244
477,1,20,23.9153
477.5,1,20,23.9064
478,1,20,23.8977
478.5,1,20,23.8891
479,1,20,23.8808
479.5,1,20,23.8726
480,1,20,23.8646
480.5,1,20,23.8568
481,1,20,23.8492
481.5,1,20,23.8417
482,1,20,23.8344
482.5,1,20,23.8272
483,1,20,23.8202
483.5,1,20,23.8133
484,1,20,23.8066
484.5,1,20,23.8001
485,1,20,23.7937
485.5,1,20,23.7874
486,1,20,23.7813
486.5,1,20,23.7753
487,1,20,23.7695
487.5,1,20,23.7637
488,1,20,23.7581
488.5,1,20,23.7526
489,1,20,23.7472
489.5,1,20,23.742
490,1,20,23.7369
490.5,1,20,23.7318
491,1,20,23.7269
491.5,1,20,23.7221
492,1,20,23.7174
492.5,1,20,23.7127
493,1,20,23.7082
493.5,1,20,23.7038
494,1,20,23.6995
494.5,1,20,23.6952
495,1,20,23.691
495.5,1,20,23.687
496,1,20,23.6829
496.5,1,20,23.679
497,1,20,23.6752
497.5,1,20,23.6715
498,1,20,23.6678
498.5,1,20,23.6642
499,1,20,23.6607
499.5,1,20,23.6573
500,1,20,23.654
500.5,1,20,23.6507
501,1,20,23.6475
501.5,1,20,23.6443
502,1,20,23.6412
502.5,1,20,23.6382
503,1,20,23.6353
503.5,1,20,23.6324
504,1,20,23.6295
504.5,1,20,23.6267
505,1,20,23.624
505.5,1,20,23.6214
506,1,20,23.6188
506.5,1,20,23.6162
507,1,20,23.6137
507.5,1,20,23.6113
508,1,20,23.6089
508.5,1,20,23.6065
509,1,20,23.6043
509.5,1,20,23.602
510,1,20,23.5998
510.5,1,20,23.5977
511,1,20,23.5956
511.5,1,20,23.5935
512,1,20,23.5915
512.5,1,20,23.5895
513,1,20,23.5876
513.5,1,20,23.5857
514,1,20,23.5839
514.5,1,20,23.5821
515,1,20,23.5803
515.5,1,20,23.5786
516,1,20,23.5769
516.5,1,20,23.5752
517,1,20,23.5736
517.5,1,20,23.572
518,1,20,23.5705
518.5,1,20,23.5689
519,1,20,23.5674
519.5,1,20,23.566
520,1,20,23.5646
520.5,1,20,23.5632
521,1,20,23.5618
521.5,1,20,23.5605
522,1,20,23.5592
522.5,1,20,23.5579
523,1,20,23.5567
523.5,1,20,23.5555
524,1,20,23.5543
524.5,1,20,23.5531
525,1,20,23.552
525.5,1,20,23.5509
526,1,20,23.5498
526.5,1,20,23.5487
527,1,20,23.5477
527.5,1,20,23.5467
528,1,20,23.5457
528.5,1,20,23.5447
529,1,20,23.5437
529.5,1,20,23.5428
530,1,20,23.5419
530.5,1,20,23.541
531,1,20,23.5401
531.5,1,20,23.5393
532,1,20,23.5384
532.5,1,20,23.5376
533,1,20,23.5368
533.5,1,20,23.536
534,1,20,23.5353
534.5,1,20,23.5345
535,1,20,23.5338
535.5,1,20,23.5331
536,1,20,23.5324
536.5,1,20,23.5317
537,1,20,23.531
537.5,1,20,23.5303
538,1,20,23.5297
538.5,1,20,23.5291
539,1,20,23.5285
539.5,1,20,23.5279
540,1,20,23.5273
540.5,1,20,23.5267
541,1,20,23.5261
541.5,1,20,23.5256
542,1,20,23.525
542.5,1,20,23.5245
543,1,20,23.5239
543.5,1,20,23.5234
544,1,20,23.5229
544.5,1,20,23.5224
545,1,20,23.522
545.5,1,20,23.5215
546,1,20,23.521
546.5,1,20,23.5206
547,1,20,23.5201
547.5,1,20,23.5197
548,1,20,23.5193
548.5,1,20,23.5189
549,1,20,23.5185
549.5,1,20,23.5181
550,1,20,23.5177
550.5,1,20,23.5173
551,1,20,23.5169
551.5,1,20,23.5166
552,1,20,23.5162
552.5,1,20,23.5159
553,1,20,23.5155
553.5,1,20,23.5152
554,1,20,23.5149
554.5,1,20,23.5145
555,1,20,23.5142
555.5,1,20,23.5139
556,1,20,23.5136
556.5,1,20,23.5133
557,1,20,23.513
557.5,1,20,23.5127
558,1,20,23.5125
558.5,1,20,23.5122
559,1,20,23.5119
559.5,1,20,23.5117
560,1,20,23.5114
560.5,1,20,23.5112
561,1,20,23.5109
561.5,1,20,23.5107
562,1,20,23.5105
562.5,1,20,23.5102
563,1,20,23.51
563.5,1,20,23.5098
564,1,20,23.5096
564.5,1,20,23.5094
565,1,20,23.5092
565.5,1,20,23.509
566,1,20,23.5088
566.5,1,20,23.5086
567,1,20,23.5084
567.5,1,20,23.5082
568,1,20,23.5081
568.5,1,20,23.5079
569,1,20,23.5077
569.5,1,20,23.5076
570,1,20,23.5074
570.5,1,20,23.5072
571,1,20,23.5071
571.5,1,20,23.5069
572,1,20,23.5068
572.5,1,20,23.5066
573,1,20,23.5065
573.5,1,20,23.5064
574,1,20,23.5062
574.5,1,20,23.5061
575,1,20,23.506
575.5,1,20,23.5058
576,1,20,23.5057
576.5,1,20,23.5056
577,1,20,23.5055
577.5,1,20,23.5053
578,1,20,23.5052
578.5,1,20,23.5051
579,1,20,23.505
579.5,1,20,23.5049
580,1,20,23.5047
580.5,1,20,23.5046
581,1,20,23.5045
581.5,1,20,23.5045
582,1,20,23.5044
582.5,1,20,23.5043
583,1,20,23.5042
583.5,1,20,23.5041
584,1,20,23.504
584.5,1,20,23.5039
585,1,20,23.5038
585.5,1,20,23.5038
