"time","T_Out_ext","T_amb_ext","u_ext"
549.5,23.5166,20,1
550,23.5163,20,1
550.5,23.5159,20,1
551,23.5155,20,1
551.5,23.5152,20,1
552,23.5149,20,1
552.5,23.5145,20,1
553,23.5142,20,1
553.5,23.5139,20,1
554,23.5136,20,1
554.5,23.5133,20,1
555,23.513,20,1
555.5,23.5127,20,1
556,23.5124,20,1
556.5,23.5122,20,1
557,23.5119,20,1
557.5,23.5116,20,1
558,23.5114,20,1
558.5,23.5111,20,1
559,23.5109,20,1
559.5,23.5107,20,1
560,23.5104,20,1
560.5,23.5102,20,1
561,23.51,20,1
561.5,23.5097,20,1
562,23.5095,20,1
562.5,23.5093,20,1
563,23.5091,20,1
563.5,23.5089,20,1
564,23.5087,20,1
564.5,23.5085,20,1
565,23.5083,20,1
565.5,23.5082,20,1
566,23.508,20,1
566.5,23.5078,20,1
567,23.5076,20,1
567.5,23.5075,20,1
568,23.5073,20,1
568.5,23.5071,20,1
569,23.507,20,1
569.5,23.5068,20,1
570,23.5067,20,1
570.5,23.5065,20,1
571,23.5064,20,1
571.5,23.5062,20,1
572,23.5061,20,1
572.5,23.506,20,1
573,23.5058,20,1
573.5,23.5057,20,1
574,23.5056,20,1
574.5,23.5055,20,1
575,23.5053,20,1
575.5,23.5052,20,1
576,23.5051,20,1
576.5,23.505,20,1
577,23.5049,20,1
577.5,23.5048,20,1
578,23.5047,20,1
578.5,23.5046,20,1
579,23.5045,20,1
579.5,23.5044,20,1
580,23.5043,20,1
580.5,23.5042,20,1
581,23.5041,20,1
